timestamp,joint_names,desired_positions,actual_positions,error_positions,desired_velocities,actual_velocities
1755197449.344704,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.7498316346015121, -2.3206279613964087, -0.7498316346015121, -2.3206279613964087, -0.7498316346015121, -0.7498316346015121]","[-0.7544062773333948, -2.325258871118063, -0.7542665600776672, -2.325160642663473, -0.754463020955221, -0.7544420401202601]","[0.004574642731882683, 0.004630909721654142, 0.004434925476155094, 0.004532681267064298, 0.004631386353708855, 0.004610405518747918]","[0.153748300126867, 0.153748300126867, 0.153748300126867, 0.153748300126867, 0.153748300126867, 0.153748300126867]","[0.14473992586135864, 0.14507712423801422, 0.14452612400054932, 0.14332328736782074, 0.13771380484104156, 0.13850137591362]"
1755197449.3453372,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.7417683593933541, -2.3125646861882503, -0.7417683593933541, -2.3125646861882503, -0.7417683593933541, -0.7417683593933541]","[-0.7470505873309534, -2.317918916741842, -0.7471123933792114, -2.3179484806456507, -0.7471383253680628, -0.7471116224872034]","[0.00528222793759936, 0.005354230553591854, 0.005344033985857366, 0.005383794457400448, 0.005369965974708735, 0.00534326309384936]","[0.1690178599876608, 0.1690178599876608, 0.1690178599876608, 0.1690178599876608, 0.1690178599876608, 0.1690178599876608]","[0.1610421985387802, 0.15786714851856232, 0.16021031141281128, 0.17008541524410248, 0.15600605309009552, 0.16124765574932098]"
1755197449.3998816,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.732937016672467, -2.3037333434673637, -0.732937016672467, -2.3037333434673637, -0.732937016672467, -0.732937016672467]","[-0.738375488911764, -2.3092671833434046, -0.7384244799613953, -2.309230943719381, -0.7383678595172327, -0.7384093443499964]","[0.005438472239296943, 0.005533839876040947, 0.00548746328892824, 0.005497600252017509, 0.005430842844765693, 0.005472327677529365]","[0.18393463967424276, 0.18393463967424276, 0.18393463967424276, 0.18393463967424276, 0.18393463967424276, 0.18393463967424276]","[0.17144255340099335, 0.1776006519794464, 0.17507998645305634, 0.17760010063648224, 0.17811131477355957, 0.1604081094264984]"
1755197449.4437077,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.7233824840908554, -2.294178810885752, -0.7233824840908554, -2.294178810885752, -0.7233824840908554, -0.7233824840908554]","[-0.7296636740313929, -2.300497671166891, -0.7296690344810486, -2.300417562524313, -0.7296212355243128, -0.7297948042498987]","[0.006281189940537502, 0.006318860281139038, 0.006286550390193213, 0.006238751638560913, 0.0062387514334574234, 0.006412320159043361]","[0.1984541071617626, 0.1984541071617626, 0.1984541071617626, 0.1984541071617626, 0.1984541071617626, 0.1984541071617626]","[0.19036808609962463, 0.18946345150470734, 0.18885548412799835, 0.18764276802539825, 0.17438794672489166, 0.20169033110141754]"
1755197449.4857683,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.7130967975349615, -2.2838931243298584, -0.7130967975349615, -2.2838931243298584, -0.7130967975349615, -0.7130967975349615]","[-0.7195056120501917, -2.2901836834349574, -0.7193869352340698, -2.290300031701559, -0.7194989363299769, -0.7194822470294397]","[0.006408814515230232, 0.006290559105099014, 0.006290137699108356, 0.0064069073717005764, 0.0064021387950153885, 0.006385449494478279]","[0.2126169496060113, 0.2126169496060113, 0.2126169496060113, 0.2126169496060113, 0.2126169496060113, 0.2126169496060113]","[0.20258520543575287, 0.20347043871879578, 0.20474746823310852, 0.20397256314754486, 0.19569942355155945, 0.20161330699920654]"
1755197449.5363011,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.7021204858398947, -2.2729168126347914, -0.7021204858398947, -2.2729168126347914, -0.7021204858398947, -0.7021204858398947]","[-0.7089584509478968, -2.2798196278014125, -0.7089382410049438, -2.279851099053854, -0.7087681929217737, -0.708935562764303]","[0.006837965108002053, 0.006902815166621057, 0.006817755165049122, 0.006934286419062463, 0.006647707081879006, 0.006815076924408303]","[0.22639196710962378, 0.22639196710962378, 0.22639196710962378, 0.22639196710962378, 0.22639196710962378, 0.22639196710962378]","[0.21735410392284393, 0.21561087667942047, 0.21817615628242493, 0.21828874945640564, 0.2075943648815155, 0.22657395899295807]"
1755197449.5783162,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.6904676015198112, -2.2612639283147073, -0.6904676015198112, -2.2612639283147073, -0.6904676015198112, -0.6904676015198112]","[-0.6976483503924769, -2.2686034641661585, -0.6976621747016907, -2.268360277215475, -0.697573486958639, -0.6976216475116175]","[0.007180748872665621, 0.0073395358514511955, 0.007194573181879438, 0.007096348900767602, 0.00710588543882773, 0.007154045991806246]","[0.23978702470731614, 0.23978702470731614, 0.23978702470731614, 0.23978702470731614, 0.23978702470731614, 0.23978702470731614]","[0.23111075162887573, 0.23229056596755981, 0.2313309907913208, 0.2441672682762146, 0.23989425599575043, 0.2403794825077057]"
1755197449.6462815,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.6781554018369331, -2.24895172863183, -0.6781554018369331, -2.24895172863183, -0.6781554018369331, -0.6781554018369331]","[-0.6862066427813929, -2.256993909875387, -0.6861312389373779, -2.256993909875387, -0.6863039175616663, -0.6861322561847132]","[0.008051240944459748, 0.008042181243557156, 0.007975837100444805, 0.008042181243557156, 0.008148515724733185, 0.00797685434778006]","[0.2528044439711945, 0.2528044439711945, 0.2528044439711945, 0.2528044439711945, 0.2528044439711945, 0.2528044439711945]","[0.24211019277572632, 0.24614635109901428, 0.24232929944992065, 0.23308004438877106, 0.25327637791633606, 0.2406235635280609]"
1755197449.6858165,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.6651934212907081, -2.235989748085605, -0.6651934212907081, -2.235989748085605, -0.6651934212907081, -0.6651934212907081]","[-0.6731413046466272, -2.244066377679342, -0.673216700553894, -2.2441655598082484, -0.6731694380389612, -0.6732109228717249]","[0.007947883355919116, 0.008076629593737117, 0.008023279263185912, 0.008175811722643367, 0.0079760167482531, 0.008017501581016773]","[0.2654531459710598, 0.2654531459710598, 0.2654531459710598, 0.2654531459710598, 0.2654531459710598, 0.2654531459710598]","[0.2586706876754761, 0.25401201844215393, 0.2580587863922119, 0.25879934430122375, 0.26419225335121155, 0.2760109603404999]"
1755197449.7289362,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.6516018590290183, -2.2223981858239146, -0.6516018590290183, -2.2223981858239146, -0.6516018590290183, -0.6516018590290183]","[-0.6599643866168421, -2.230844636956686, -0.6598494052886963, -2.2306248150267542, -0.6599777380572718, -0.6600216070758265]","[0.008362527587823743, 0.008446451132771315, 0.00824754625967794, 0.008226629202839675, 0.00837587902825343, 0.008419748046808118]","[0.2777301810423219, 0.2777301810423219, 0.2777301810423219, 0.2777301810423219, 0.2777301810423219, 0.2777301810423219]","[0.27163317799568176, 0.2731202244758606, 0.2703878879547119, 0.266620010137558, 0.2650420367717743, 0.2895364761352539]"
1755197449.8240514,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.6374240487648521, -2.2082203755597485, -0.6374240487648521, -2.2082203755597485, -0.6374240487648521, -0.6374240487648521]","[-0.6461456457721155, -2.2169228992857875, -0.6462148427963257, -2.2170096836485804, -0.6460912863360804, -0.6460889021502894]","[0.008721597007263382, 0.008702523726038969, 0.008790794031473537, 0.008789308088831937, 0.008667237571228226, 0.00866485338543721]","[0.28961459437583187, 0.28961459437583187, 0.28961459437583187, 0.28961459437583187, 0.28961459437583187, 0.28961459437583187]","[0.2800002992153168, 0.28024986386299133, 0.2824137508869171, 0.2826414108276367, 0.27388766407966614, 0.29426607489585876]"
1755197449.8289702,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.622638597775239, -2.1934349245701354, -0.622638597775239, -2.1934349245701354, -0.622638597775239, -0.622638597775239]","[-0.6323459784137171, -2.203217168847555, -0.6322823166847229, -2.2030044994749964, -0.6324117819415491, -0.6323993841754358]","[0.009707380638478091, 0.009782244277419583, 0.0096437189094839, 0.009569574904860989, 0.009773184166310123, 0.009760786400196841]","[0.30113981332982526, 0.30113981332982526, 0.30113981332982526, 0.30113981332982526, 0.30113981332982526, 0.30113981332982526]","[0.29519107937812805, 0.2907244563102722, 0.29242056608200073, 0.29240745306015015, 0.2806314527988434, 0.3073214590549469]"
1755197449.883872,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.6073277903978975, -2.178124117192794, -0.6073277903978975, -2.178124117192794, -0.6073277903978975, -0.6073277903978975]","[-0.6167510191546839, -2.187432428399557, -0.6166672110557556, -2.1875668964781703, -0.6168420950519007, -0.6166704336749476]","[0.009423228756786362, 0.009308311206762898, 0.009339420657858089, 0.00944277928537618, 0.009514304654003158, 0.009342643277050033]","[0.3122577988073022, 0.3122577988073022, 0.3122577988073022, 0.3122577988073022, 0.3122577988073022, 0.3122577988073022]","[0.3076916038990021, 0.3033095598220825, 0.30290886759757996, 0.2962923049926758, 0.30904632806777954, 0.30310285091400146]"
1755197449.9852405,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.5914329932958112, -2.1622293200907077, -0.5914329932958112, -2.1622293200907077, -0.5914329932958112, -0.5914329932958112]","[-0.6017678419696253, -2.172666688958639, -0.6018772125244141, -2.1726490459837855, -0.6018431822406214, -0.6019242445575159]","[0.010334848673814068, 0.01043736886793134, 0.010444219228602836, 0.010419725893077825, 0.010410188944810161, 0.010491251261704693]","[0.32302519047611783, 0.32302519047611783, 0.32302519047611783, 0.32302519047611783, 0.32302519047611783, 0.32302519047611783]","[0.3152041435241699, 0.31364190578460693, 0.3140382170677185, 0.31345462799072266, 0.30088672041893005, 0.30838778614997864]"
1755197449.998586,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.575020305690627, -2.1458166324855235, -0.575020305690627, -2.1458166324855235, -0.575020305690627, -0.575020305690627]","[-0.5850694815265101, -2.155891557733053, -0.5851147770881653, -2.155905386010641, -0.585057560597555, -0.5850785414325159]","[0.01004917583588305, 0.01007492524752962, 0.010094471397538274, 0.010088753525117511, 0.010037254906927973, 0.01005823574188891]","[0.33340808292420815, 0.33340808292420815, 0.33340808292420815, 0.33340808292420815, 0.33340808292420815, 0.33340808292420815]","[0.328803151845932, 0.3259599208831787, 0.32694751024246216, 0.32273316383361816, 0.3247557580471039, 0.3182826340198517]"
1755197450.02892,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.5580975452751877, -2.1288938720700843, -0.5580975452751877, -2.1288938720700843, -0.5580975452751877, -0.5580975452751877]","[-0.5685141722308558, -2.1393262348570765, -0.5684289336204529, -2.1390768490233363, -0.5685761610614222, -0.5685332457171839]","[0.010416626955668029, 0.010432362786992222, 0.010331388345265147, 0.010182976953251988, 0.010478615786234435, 0.010435700441996154]","[0.3434141680978936, 0.3434141680978936, 0.3434141680978936, 0.3434141680978936, 0.3434141680978936, 0.3434141680978936]","[0.33687078952789307, 0.33591940999031067, 0.33773136138916016, 0.33049333095550537, 0.3422802984714508, 0.33803755044937134]"
1755197450.0907443,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.540682384102859, -2.1114787108977557, -0.540682384102859, -2.1114787108977557, -0.540682384102859, -0.540682384102859]","[-0.5513480345355433, -2.12211336712026, -0.5513225197792053, -2.122225423852438, -0.5512583891498011, -0.5512602964984339]","[0.010665650432684304, 0.010634656222504368, 0.010640135676346363, 0.010746712954682103, 0.010576005046942116, 0.010577912395574929]","[0.3530440380537225, 0.3530440380537225, 0.3530440380537225, 0.3530440380537225, 0.3530440380537225, 0.3530440380537225]","[0.3452844023704529, 0.35016393661499023, 0.3473213016986847, 0.35451871156692505, 0.35655805468559265, 0.3340970277786255]"
1755197450.1546052,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.5228040451489712, -2.0936003719438676, -0.5228040451489712, -2.0936003719438676, -0.5228040451489712, -0.5228040451489712]","[-0.5345414320575159, -2.1052938900389613, -0.534461259841919, -2.105079790154928, -0.5345409552203577, -0.5344918409930628]","[0.011737386908544756, 0.011693518095093669, 0.011657214692947782, 0.011479418211060466, 0.011736910071386553, 0.01168779584409163]","[0.3622923483008952, 0.3622923483008952, 0.3622923483008952, 0.3622923483008952, 0.3622923483008952, 0.3622923483008952]","[0.35852065682411194, 0.356986403465271, 0.35535526275634766, 0.3482501804828644, 0.3623081147670746, 0.3687581717967987]"
1755197450.1859138,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.5044281608999761, -2.0752244876948724, -0.5044281608999761, -2.0752244876948724, -0.5044281608999761, -0.5044281608999761]","[-0.5156663099872034, -2.0865403614439906, -0.5156580805778503, -2.086492200891012, -0.5155146757708948, -0.51569110551943]","[0.011238149087227312, 0.011315873749118133, 0.011229919677874234, 0.011267713196139617, 0.011086514870918718, 0.011262944619453874]","[0.3711848755728809, 0.3711848755728809, 0.3711848755728809, 0.3711848755728809, 0.3711848755728809, 0.3711848755728809]","[0.3634999394416809, 0.36456722021102905, 0.36294159293174744, 0.36257457733154297, 0.3614962697029114, 0.35666802525520325]"
1755197450.2790482,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.48565813029399474, -2.056454457088891, -0.48565813029399474, -2.056454457088891, -0.48565813029399474, -0.48565813029399474]","[-0.4971860090838831, -2.0678874454894007, -0.49712464213371277, -2.0680161915221156, -0.49721080461610967, -0.4971807638751429]","[0.011527878789888368, 0.011432988400509547, 0.01146651183971803, 0.011561734433224391, 0.01155267432211493, 0.011522633581148134]","[0.3796805350445248, 0.3796805350445248, 0.3796805350445248, 0.3796805350445248, 0.3796805350445248, 0.3796805350445248]","[0.3762149512767792, 0.3746131658554077, 0.3728506565093994, 0.38867780566215515, 0.3765864372253418, 0.3785741329193115]"
1755197450.2818556,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.46651557060625465, -2.0373118974011515, -0.46651557060625465, -2.0373118974011515, -0.46651557060625465, -0.46651557060625465]","[-0.4781988302813929, -2.049068590203756, -0.4782530963420868, -2.049063821832174, -0.47816688219179326, -0.4782474676715296]","[0.011683259675138224, 0.011756692802604718, 0.011737525735832144, 0.011751924431022687, 0.011651311585538615, 0.011731897065274943]","[0.38778183724176085, 0.38778183724176085, 0.38778183724176085, 0.38778183724176085, 0.38778183724176085, 0.38778183724176085]","[0.3825722634792328, 0.38010868430137634, 0.3830835819244385, 0.36685943603515625, 0.3855016231536865, 0.37701481580734253]"
1755197450.4176388,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.4469306539013433, -2.01772698069624, -0.4469306539013433, -2.01772698069624, -0.4469306539013433, -0.4469306539013433]","[-0.4596522490130823, -2.030386587182516, -0.45971396565437317, -2.030548234979147, -0.45967227617372686, -0.4596675078021448]","[0.012721595111739037, 0.012659606486276065, 0.01278331175302988, 0.012821254282906924, 0.012741622272383568, 0.012736853900801537]","[0.3955261280482783, 0.3955261280482783, 0.3955261280482783, 0.3955261280482783, 0.3955261280482783, 0.3955261280482783]","[0.3884807229042053, 0.38922882080078125, 0.3887418210506439, 0.38616421818733215, 0.3822373151779175, 0.39380279183387756]"
1755197450.432349,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.4269583934142729, -1.9977547202091694, -0.4269583934142729, -1.9977547202091694, -0.4269583934142729, -0.4269583934142729]","[-0.4399760405169886, -2.0106712780394496, -0.4398547112941742, -2.010545393029684, -0.43998510042299444, -0.4399965445147913]","[0.01301764710271569, 0.012916557830280118, 0.012896317879901309, 0.012790672820514493, 0.01302670700872155, 0.013038151100518425]","[0.40289680312313864, 0.40289680312313864, 0.40289680312313864, 0.40289680312313864, 0.40289680312313864, 0.40289680312313864]","[0.3982071876525879, 0.3970925807952881, 0.3980618715286255, 0.39420628547668457, 0.40167057514190674, 0.3873243033885956]"
1755197450.4344394,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.406647934476731, -1.9774442612716274, -0.406647934476731, -1.9774442612716274, -0.406647934476731, -0.406647934476731]","[-0.4199412504779261, -1.9906112156310023, -0.41976094245910645, -1.9907356701292933, -0.4197943846331995, -0.4199312368976038]","[0.013293316001195099, 0.013166954359374872, 0.013113007982375469, 0.013291408857665887, 0.013146450156468537, 0.013283302420872833]","[0.40988310824188967, 0.40988310824188967, 0.40988310824188967, 0.40988310824188967, 0.40988310824188967, 0.40988310824188967]","[0.4062415659427643, 0.4048766791820526, 0.4022837281227112, 0.41688355803489685, 0.4142608940601349, 0.3981160521507263]"
1755197450.4960973,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.38598629072775165, -1.9567826175226484, -0.38598629072775165, -1.9567826175226484, -0.38598629072775165, -0.38598629072775165]","[-0.3994486967669886, -1.9701949558653773, -0.3994564414024353, -1.970274110833639, -0.3995597998248499, -0.39945918718446904]","[0.01346240603923693, 0.013412338342728924, 0.013470150674683656, 0.013491493310990643, 0.013573509097098257, 0.013472896456717398]","[0.4164963518654803, 0.4164963518654803, 0.4164963518654803, 0.4164963518654803, 0.4164963518654803, 0.4164963518654803]","[0.41408929228782654, 0.41536256670951843, 0.4134385585784912, 0.43111827969551086, 0.4222441613674164, 0.4092535674571991]"
1755197450.5280933,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.36500283157291025, -1.9357991583678067, -0.36500283157291025, -1.9357991583678067, -0.36500283157291025, -0.36500283157291025]","[-0.37870484987367803, -1.949510236779684, -0.37862539291381836, -1.9494053326048792, -0.37873584428896123, -0.3787310759173792]","[0.013702018300767782, 0.013711078411877242, 0.013622561340908113, 0.013606174237072555, 0.013733012716050985, 0.013728244344468954]","[0.4227327458932675, 0.4227327458932675, 0.4227327458932675, 0.4227327458932675, 0.4227327458932675, 0.4227327458932675]","[0.41867586970329285, 0.41668981313705444, 0.4157455265522003, 0.4309512972831726, 0.4270106852054596, 0.4155365228652954]"
1755197450.5830731,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.34370579523174694, -1.9145021220266434, -0.34370579523174694, -1.9145021220266434, -0.34370579523174694, -0.34370579523174694]","[-0.3567417303668421, -1.9274164638915003, -0.3567374348640442, -1.927521368066305, -0.35660106340517217, -0.3567927519427698]","[0.013035935135095156, 0.01291434186485696, 0.013031639632297254, 0.013019246039661647, 0.012895268173425234, 0.01308695671102289]","[0.4285950618403317, 0.4285950618403317, 0.4285950618403317, 0.4285950618403317, 0.4285950618403317, 0.4285950618403317]","[0.4296243488788605, 0.423511266708374, 0.4273246228694916, 0.41870352625846863, 0.4238739013671875, 0.4123384356498718]"
1755197450.6389744,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.32214251968543617, -1.892938846480333, -0.32214251968543617, -1.892938846480333, -0.32214251968543617, -0.32214251968543617]","[-0.3361743132220667, -1.9068833790221156, -0.3361949324607849, -1.9069706402220667, -0.33613664308656865, -0.33616668382753545]","[0.014031793536630532, 0.013944532541782628, 0.014052412775348744, 0.0140317937417338, 0.013994123401132486, 0.014024164142099282]","[0.43407565846379104, 0.43407565846379104, 0.43407565846379104, 0.43407565846379104, 0.43407565846379104, 0.43407565846379104]","[0.43341997265815735, 0.42764660716056824, 0.4284808039665222, 0.4310777485370636, 0.43372809886932373, 0.41643109917640686]"
1755197450.7319767,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.3002919998463861, -1.8710883266412828, -0.3002919998463861, -1.8710883266412828, -0.3002919998463861, -0.3002919998463861]","[-0.3136852423297327, -1.8844381771483363, -0.31358060240745544, -1.8843418560423792, -0.31375056902040654, -0.31366140047182256]","[0.013393242483346612, 0.013349850507053507, 0.01328860256106934, 0.013253529401096475, 0.01345856917402044, 0.013369400625436456]","[0.43918452244615713, 0.43918452244615713, 0.43918452244615713, 0.43918452244615713, 0.43918452244615713, 0.43918452244615713]","[0.43427446484565735, 0.43361765146255493, 0.43581080436706543, 0.4333910346031189, 0.4356348514556885, 0.45550674200057983]"
1755197450.7323408,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.27824074061993914, -1.8490370674148358, -0.27824074061993914, -1.8490370674148358, -0.27824074061993914, -0.27824074061993914]","[-0.2925785223590296, -1.8633653126158656, -0.29259973764419556, -1.863392015496725, -0.29264814058412725, -0.2926843802081507]","[0.01433778173909045, 0.014328245201029821, 0.014358997024256415, 0.014354948081889196, 0.014407399964188106, 0.014443639588211543]","[0.4439064955608728, 0.4439064955608728, 0.4439064955608728, 0.4439064955608728, 0.4439064955608728, 0.4439064955608728]","[0.4414476156234741, 0.4403133988380432, 0.4419386386871338, 0.44043493270874023, 0.4426489472389221, 0.4607878625392914]"
1755197450.7839568,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.2559328866189262, -1.8267292134138227, -0.2559328866189262, -1.8267292134138227, -0.2559328866189262, -0.2559328866189262]","[-0.2704504171954554, -1.8411127529540003, -0.2704387605190277, -1.8413344822325648, -0.27048999467958623, -0.27038509050478154]","[0.014517530576529158, 0.014383539540177681, 0.014505873900101496, 0.014605268818742134, 0.014557108060660018, 0.01445220388585533]","[0.44825802452342595, 0.44825802452342595, 0.44825802452342595, 0.44825802452342595, 0.44825802452342595, 0.44825802452342595]","[0.4446778893470764, 0.447815477848053, 0.44610416889190674, 0.43850013613700867, 0.4439813494682312, 0.43894705176353455]"
1755197450.83068,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.23340031077289763, -1.8041966375677942, -0.23340031077289763, -1.8041966375677942, -0.23340031077289763, -0.23340031077289763]","[-0.24804765382875615, -1.8187772236266078, -0.2479880452156067, -1.8188048801817835, -0.24818689027895147, -0.24808103242983037]","[0.01464734305585852, 0.014580586058813516, 0.014587734442709055, 0.014608242613989297, 0.014786579506053832, 0.014680721656932738]","[0.45223525994843516, 0.45223525994843516, 0.45223525994843516, 0.45223525994843516, 0.45223525994843516, 0.45223525994843516]","[0.4512205719947815, 0.44641634821891785, 0.4460716247558594, 0.4543745219707489, 0.45141059160232544, 0.45119211077690125]"
1755197450.9124718,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.2107088075830958, -1.7815051343779924, -0.2107088075830958, -1.7815051343779924, -0.2107088075830958, -0.2107088075830958]","[-0.22550565401186162, -1.7962175808348597, -0.22542139887809753, -1.796110292474264, -0.22557002702821904, -0.22554237047304326]","[0.01479684642876583, 0.014712446456867312, 0.014712591295001742, 0.014605158096271609, 0.014861219445123253, 0.014833562889947471]","[0.45583029519885865, 0.45583029519885865, 0.45583029519885865, 0.45583029519885865, 0.45583029519885865, 0.45583029519885865]","[0.453299343585968, 0.451971173286438, 0.45614978671073914, 0.45599621534347534, 0.4520052969455719, 0.4404485821723938]"
1755197450.947699,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.18784182602490723, -1.7586381528198038, -0.18784182602490723, -1.7586381528198038, -0.18784182602490723, -0.18784182602490723]","[-0.20277148882021123, -1.7734600506224574, -0.20268593728542328, -1.773611684838766, -0.202585522328512, -0.2027528921710413]","[0.014929662795304, 0.014821897802653528, 0.014844111260516046, 0.014973532018962121, 0.01474369630360478, 0.014911066146134078]","[0.45904941868522453, 0.45904941868522453, 0.45904941868522453, 0.45904941868522453, 0.45904941868522453, 0.45904941868522453]","[0.45606809854507446, 0.45778656005859375, 0.45615360140800476, 0.4570721983909607, 0.46033039689064026, 0.47329598665237427]"
1755197451.01011,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.1647976062420876, -1.7355939330369843, -0.1647976062420876, -1.7355939330369843, -0.1647976062420876, -0.1647976062420876]","[-0.179786507283346, -1.750455995599264, -0.17980824410915375, -1.7507697544493617, -0.17981225648988897, -0.1796954313861292]","[0.014988901041258385, 0.014862062562279732, 0.015010637867066134, 0.015175821412377388, 0.015014650247801353, 0.014897825144041588]","[0.461894727105816, 0.461894727105816, 0.461894727105816, 0.461894727105816, 0.461894727105816, 0.461894727105816]","[0.45941880345344543, 0.4558977484703064, 0.45704957842826843, 0.44762495160102844, 0.4552842080593109, 0.45180365443229675]"
1755197451.047483,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.14165355491286769, -1.7124498817077645, -0.14165355491286769, -1.7124498817077645, -0.14165355491286769, -0.14165355491286769]","[-0.15669614473451787, -1.7274700603880824, -0.15668198466300964, -1.7272850475706996, -0.15675527254213506, -0.15675527254213506]","[0.015042589821650187, 0.015020178680317908, 0.015028429750141958, 0.014835165862935096, 0.015101717629267375, 0.015101717629267375]","[0.46435917373392965, 0.46435917373392965, 0.46435917373392965, 0.46435917373392965, 0.46435917373392965, 0.46435917373392965]","[0.4635407328605652, 0.4620027542114258, 0.4640848636627197, 0.4701222777366638, 0.4693079888820648, 0.453344464302063]"
